Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level
60,Bachelor's,15,Manufacturing,Production Supervisor,Medium,Entry,66,33,81
50,Bachelor's,12,Retail,Store Manager,Large,Mid,26,65,82
49,Bachelor's,14,Telecom,Operations Analyst,Large,Mid,56,41,38
46,Master's,12,Retail,Inventory Analyst,Small,Senior,28,58,36
55,PhD,0,Telecom,Support Specialist,Large,Mid,55,52,80
36,Bachelor's,15,Logistics,Warehouse Manager,Medium,Mid,80,1,62
23,PhD,2,Telecom,Support Specialist,Medium,Senior,23,70,63
46,High School,0,IT,ML Engineer,Small,Entry,86,18,42
23,Bachelor's,2,Finance,Accountant,Medium,Senior,87,0,25
32,Bachelor's,10,Retail,Sales Associate,Small,Mid,28,82,25
23,High School,2,Finance,Accountant,Medium,Mid,24,71,45
28,Bachelor's,7,Retail,Store Manager,Small,Mid,47,55,98
33,Master's,5,Finance,Accountant,Medium,Senior,91,12,93
31,Bachelor's,10,IT,Data Analyst,Medium,Entry,62,54,29
41,Master's,12,Logistics,Dispatcher,Small,Entry,29,71,20
42,High School,11,Logistics,Warehouse Manager,Medium,Mid,33,64,70
38,High School,10,IT,Software Engineer,Small,Mid,57,39,71
43,Master's,8,Manufacturing,Operator,Small,Entry,93,1,54
30,Bachelor's,9,Manufacturing,Operator,Large,Senior,45,36,87
39,High School,5,Logistics,Supply Chain Analyst,Small,Entry,17,74,37
46,Bachelor's,12,Retail,Sales Associate,Small,Mid,11,100,21
44,Master's,7,Retail,Sales Associate,Large,Entry,22,77,24
27,Master's,4,Finance,Auditor,Medium,Entry,94,0,45
47,PhD,7,Retail,Inventory Analyst,Medium,Senior,89,15,50
48,Master's,7,Healthcare,Medical Assistant,Small,Senior,86,7,77
53,Master's,11,Healthcare,Nurse,Large,Entry,24,63,79
38,High School,5,IT,Software Engineer,Medium,Entry,45,69,72
34,Bachelor's,13,Manufacturing,Operator,Medium,Entry,85,0,88
47,Master's,1,Manufacturing,Quality Engineer,Medium,Mid,58,53,23
43,Bachelor's,7,Finance,Financial Analyst,Large,Entry,64,36,68
50,PhD,17,Manufacturing,Operator,Medium,Entry,58,48,77
43,Bachelor's,9,Telecom,Support Specialist,Medium,Senior,39,65,64
24,Bachelor's,3,Logistics,Warehouse Manager,Large,Entry,51,45,29
21,Bachelor's,0,Finance,Auditor,Small,Entry,78,31,77
39,Master's,3,IT,Data Analyst,Small,Mid,71,41,29
47,PhD,12,Education,Research Assistant,Medium,Mid,63,38,44
23,Master's,2,Manufacturing,Production Supervisor,Medium,Entry,34,70,74
43,Bachelor's,1,Finance,Accountant,Large,Mid,28,65,26
22,Bachelor's,1,IT,ML Engineer,Medium,Mid,48,56,59
50,Bachelor's,21,Manufacturing,Operator,Medium,Mid,27,72,61
29,Master's,5,IT,Software Engineer,Medium,Mid,36,74,84
52,Bachelor's,9,Logistics,Dispatcher,Large,Mid,27,94,58
38,High School,11,Logistics,Warehouse Manager,Small,Mid,82,25,83
51,High School,13,Healthcare,Health Analyst,Small,Entry,10,80,26
32,Bachelor's,0,Telecom,Operations Analyst,Large,Mid,26,81,53
54,Bachelor's,8,Logistics,Supply Chain Analyst,Small,Senior,76,36,67
37,Bachelor's,4,Logistics,Warehouse Manager,Large,Mid,18,76,43
23,Master's,0,Telecom,Support Specialist,Medium,Entry,49,45,87
33,Bachelor's,11,Education,Research Assistant,Medium,Mid,31,78,79
59,Master's,14,Finance,Accountant,Small,Mid,89,27,64
54,Bachelor's,9,Education,Academic Coordinator,Small,Entry,75,20,44
31,Bachelor's,6,Logistics,Warehouse Manager,Medium,Senior,93,0,91
38,Bachelor's,13,Telecom,Operations Analyst,Small,Entry,73,16,67
58,High School,0,IT,Data Analyst,Medium,Senior,54,66,39
58,Bachelor's,9,Finance,Financial Analyst,Large,Senior,35,92,83
24,Bachelor's,3,Manufacturing,Quality Engineer,Medium,Senior,84,14,46
38,Master's,2,Finance,Financial Analyst,Medium,Mid,37,57,70
22,Master's,1,IT,ML Engineer,Small,Entry,94,4,68
41,Bachelor's,7,Logistics,Warehouse Manager,Medium,Entry,81,31,35
51,Master's,14,IT,Software Engineer,Medium,Mid,55,44,30
41,Master's,0,Education,Research Assistant,Small,Mid,40,64,28
36,Bachelor's,7,Logistics,Dispatcher,Large,Entry,89,13,47
47,Bachelor's,7,Logistics,Supply Chain Analyst,Small,Mid,52,53,24
47,Master's,3,Retail,Sales Associate,Medium,Entry,51,59,71
22,High School,1,Healthcare,Medical Assistant,Medium,Mid,31,75,84
50,Master's,12,Logistics,Dispatcher,Small,Mid,54,39,45
36,Bachelor's,8,Logistics,Supply Chain Analyst,Large,Entry,88,16,30
25,Bachelor's,4,IT,ML Engineer,Small,Entry,80,19,78
35,Bachelor's,7,Retail,Inventory Analyst,Medium,Entry,29,77,47
50,Master's,8,Healthcare,Medical Assistant,Small,Entry,62,28,55
42,Bachelor's,7,IT,ML Engineer,Small,Entry,56,53,50
22,PhD,1,Telecom,Network Engineer,Large,Mid,60,51,21
49,Bachelor's,7,Retail,Store Manager,Medium,Entry,90,8,81
56,Master's,8,Logistics,Supply Chain Analyst,Medium,Mid,24,73,25
34,PhD,1,Healthcare,Medical Assistant,Large,Entry,54,54,39
24,Bachelor's,3,Manufacturing,Operator,Small,Mid,14,77,88
50,High School,4,Manufacturing,Quality Engineer,Medium,Entry,77,11,63
51,Bachelor's,12,Logistics,Warehouse Manager,Large,Entry,53,48,93
26,Bachelor's,5,Retail,Sales Associate,Small,Entry,66,31,62
56,Bachelor's,17,Healthcare,Medical Assistant,Small,Entry,55,58,63
29,Bachelor's,8,Retail,Inventory Analyst,Medium,Mid,84,10,46
49,Bachelor's,17,Healthcare,Nurse,Medium,Entry,32,62,71
46,Bachelor's,11,Manufacturing,Quality Engineer,Medium,Entry,32,69,49
21,Master's,0,Education,Research Assistant,Large,Entry,27,65,46
42,Bachelor's,16,Manufacturing,Production Supervisor,Medium,Senior,23,66,90
29,Master's,7,Manufacturing,Operator,Medium,Entry,12,76,78
29,High School,8,Manufacturing,Operator,Medium,Entry,77,29,82
22,Bachelor's,1,Logistics,Supply Chain Analyst,Medium,Senior,67,29,65
30,High School,9,Logistics,Dispatcher,Medium,Entry,33,64,86
23,Bachelor's,2,Logistics,Warehouse Manager,Small,Entry,36,66,89
23,Master's,2,Education,Research Assistant,Large,Entry,39,63,85
57,Bachelor's,9,Telecom,Support Specialist,Small,Mid,36,67,21
58,Bachelor's,11,Education,Teacher,Small,Mid,35,53,97
32,Bachelor's,5,Retail,Inventory Analyst,Large,Mid,86,15,76
60,Master's,11,Telecom,Network Engineer,Small,Mid,25,73,58
29,Master's,8,Telecom,Network Engineer,Medium,Entry,78,23,60
36,Bachelor's,12,Education,Research Assistant,Small,Mid,23,69,40
49,Bachelor's,14,Logistics,Dispatcher,Medium,Mid,42,54,37
55,Bachelor's,9,Telecom,Support Specialist,Medium,Mid,83,8,26
32,Bachelor's,11,Healthcare,Medical Assistant,Small,Entry,15,72,46
26,Bachelor's,5,IT,Software Engineer,Medium,Senior,54,42,73
49,Bachelor's,8,Education,Teacher,Small,Entry,72,26,91
55,PhD,8,Logistics,Supply Chain Analyst,Small,Mid,92,5,82
50,Bachelor's,4,Logistics,Supply Chain Analyst,Medium,Mid,35,60,21
46,Bachelor's,15,Healthcare,Medical Assistant,Medium,Senior,17,85,74
29,Bachelor's,8,Healthcare,Nurse,Small,Entry,37,69,75
43,Bachelor's,11,Logistics,Warehouse Manager,Small,Mid,18,85,40
37,Bachelor's,9,Education,Research Assistant,Medium,Entry,75,37,21
37,High School,16,Telecom,Operations Analyst,Medium,Entry,36,68,43
31,Master's,4,Finance,Financial Analyst,Small,Senior,80,23,42
48,Bachelor's,13,Telecom,Support Specialist,Medium,Mid,17,72,91
54,Bachelor's,7,Logistics,Dispatcher,Small,Mid,49,40,58
38,Bachelor's,7,IT,ML Engineer,Medium,Mid,78,9,39
43,Master's,17,Finance,Accountant,Medium,Entry,34,69,44
48,Bachelor's,8,Manufacturing,Production Supervisor,Large,Entry,19,100,94
60,Bachelor's,14,Finance,Financial Analyst,Large,Senior,81,31,79
53,Bachelor's,10,Finance,Auditor,Small,Entry,17,82,54
45,Master's,14,Finance,Financial Analyst,Medium,Entry,57,30,27
47,High School,8,Healthcare,Health Analyst,Medium,Mid,26,73,28
41,Master's,6,Manufacturing,Production Supervisor,Medium,Entry,29,68,76
32,Master's,0,IT,Data Analyst,Small,Senior,71,36,75
50,Bachelor's,5,IT,Data Analyst,Medium,Mid,61,42,26
59,Master's,12,Education,Academic Coordinator,Large,Mid,86,9,43
49,Bachelor's,12,Telecom,Network Engineer,Medium,Entry,51,42,31
41,Bachelor's,11,Retail,Inventory Analyst,Large,Entry,63,44,66
59,High School,11,Telecom,Operations Analyst,Medium,Mid,90,0,61
49,Bachelor's,0,Healthcare,Nurse,Large,Mid,17,84,90
29,Master's,8,Healthcare,Nurse,Medium,Mid,15,81,99
28,Master's,0,Telecom,Operations Analyst,Medium,Entry,40,75,39
36,Bachelor's,14,Retail,Sales Associate,Medium,Entry,46,64,69
43,Master's,6,Healthcare,Nurse,Small,Mid,12,95,94
38,Bachelor's,7,Logistics,Dispatcher,Large,Mid,41,68,29
60,Bachelor's,7,Manufacturing,Quality Engineer,Medium,Mid,76,47,66
59,High School,6,Manufacturing,Operator,Medium,Entry,58,34,55
37,PhD,8,IT,Data Analyst,Medium,Senior,33,72,76
44,Master's,11,Manufacturing,Operator,Medium,Entry,22,82,50
59,High School,6,Healthcare,Nurse,Large,Entry,28,69,66
46,Bachelor's,8,Logistics,Warehouse Manager,Large,Mid,28,69,87
53,Bachelor's,6,Manufacturing,Operator,Medium,Entry,20,82,84
47,Bachelor's,12,Telecom,Operations Analyst,Medium,Entry,14,82,23
46,Bachelor's,4,Manufacturing,Quality Engineer,Small,Entry,90,12,35
45,Master's,12,Manufacturing,Production Supervisor,Medium,Entry,22,80,52
50,Bachelor's,4,Telecom,Support Specialist,Large,Entry,53,48,68
31,Bachelor's,0,Finance,Accountant,Large,Senior,85,35,62
44,Bachelor's,9,Telecom,Operations Analyst,Medium,Entry,57,64,84
32,Bachelor's,11,Education,Research Assistant,Small,Mid,27,78,60
22,Master's,1,Manufacturing,Operator,Large,Mid,76,23,29
35,High School,6,Manufacturing,Production Supervisor,Small,Entry,35,73,90
39,Bachelor's,6,Telecom,Support Specialist,Medium,Senior,77,34,20
25,Bachelor's,4,IT,ML Engineer,Large,Entry,47,65,84
59,Bachelor's,7,IT,ML Engineer,Medium,Entry,19,74,66
21,Bachelor's,0,Logistics,Warehouse Manager,Medium,Mid,61,33,28
56,Bachelor's,7,Retail,Inventory Analyst,Medium,Mid,31,64,58
27,Master's,6,Education,Teacher,Large,Mid,90,1,90
30,Bachelor's,9,Retail,Inventory Analyst,Small,Mid,86,15,29
35,Bachelor's,9,Manufacturing,Operator,Small,Senior,15,74,53
49,Bachelor's,6,Healthcare,Health Analyst,Medium,Mid,17,75,47
57,High School,10,Finance,Auditor,Medium,Mid,74,25,34
53,Bachelor's,4,IT,Data Analyst,Large,Entry,74,29,34
37,High School,5,Logistics,Supply Chain Analyst,Small,Mid,73,27,50
37,Bachelor's,15,Education,Research Assistant,Large,Mid,10,94,93
26,PhD,3,Healthcare,Nurse,Small,Senior,24,76,72
40,Master's,11,Manufacturing,Quality Engineer,Small,Entry,35,44,50
46,Master's,0,Telecom,Network Engineer,Medium,Entry,84,4,49
43,Master's,5,Retail,Store Manager,Medium,Entry,82,18,77
22,Master's,1,Education,Research Assistant,Small,Entry,83,3,74
37,High School,9,Manufacturing,Production Supervisor,Medium,Mid,76,36,33
60,Bachelor's,1,Manufacturing,Quality Engineer,Small,Mid,76,19,36
31,Master's,10,Manufacturing,Operator,Medium,Entry,61,46,59
24,Bachelor's,3,Education,Teacher,Small,Mid,35,71,77
22,Bachelor's,1,Logistics,Supply Chain Analyst,Medium,Mid,23,73,52
28,Master's,7,Healthcare,Nurse,Medium,Entry,58,33,97
27,High School,6,Telecom,Operations Analyst,Small,Mid,55,57,94
44,Master's,12,Education,Teacher,Large,Entry,64,36,89
23,High School,2,Telecom,Network Engineer,Large,Mid,91,6,84
25,Bachelor's,4,Manufacturing,Operator,Medium,Entry,85,27,49
43,Bachelor's,5,Finance,Financial Analyst,Large,Entry,37,70,37
35,Bachelor's,3,Education,Research Assistant,Small,Mid,84,12,31
45,Master's,1,Manufacturing,Operator,Large,Mid,90,20,24
50,Bachelor's,10,Telecom,Operations Analyst,Large,Senior,25,72,66
47,Master's,12,Education,Teacher,Medium,Entry,32,61,93
37,Bachelor's,4,Retail,Sales Associate,Small,Mid,20,56,78
49,High School,10,IT,ML Engineer,Small,Senior,85,0,50
59,High School,4,Education,Research Assistant,Medium,Entry,65,41,87
46,Bachelor's,10,Retail,Inventory Analyst,Small,Entry,71,34,91
29,Bachelor's,8,Finance,Auditor,Medium,Entry,44,67,34
39,High School,12,Logistics,Dispatcher,Large,Senior,73,29,34
54,Bachelor's,0,Manufacturing,Operator,Medium,Entry,87,12,77
39,High School,0,Telecom,Network Engineer,Large,Mid,91,9,36
23,Bachelor's,0,Healthcare,Nurse,Medium,Mid,27,86,65
35,Master's,6,IT,Data Analyst,Large,Entry,19,80,90
54,Bachelor's,6,Logistics,Supply Chain Analyst,Small,Mid,84,8,88
31,Bachelor's,9,Finance,Accountant,Large,Entry,82,40,37
30,Bachelor's,0,Healthcare,Medical Assistant,Medium,Senior,67,38,34
59,Master's,7,Logistics,Warehouse Manager,Small,Mid,38,74,30
46,Bachelor's,6,Telecom,Operations Analyst,Small,Mid,86,31,75
25,High School,4,Healthcare,Medical Assistant,Small,Entry,51,59,49
53,High School,5,Finance,Financial Analyst,Medium,Entry,39,61,76
26,High School,5,Telecom,Support Specialist,Medium,Entry,12,87,48
56,High School,16,IT,ML Engineer,Small,Mid,59,29,87
44,PhD,7,Education,Teacher,Small,Mid,74,34,76
47,Bachelor's,13,Logistics,Warehouse Manager,Small,Mid,41,71,72
31,Bachelor's,3,Retail,Sales Associate,Medium,Mid,52,51,65
41,PhD,11,Finance,Auditor,Large,Entry,67,26,82
58,High School,18,Education,Research Assistant,Large,Mid,89,13,91
37,Bachelor's,9,Education,Teacher,Medium,Entry,63,28,86
34,PhD,10,Telecom,Support Specialist,Small,Entry,40,42,38
29,Bachelor's,8,Retail,Store Manager,Medium,Entry,68,27,67
41,Master's,18,Logistics,Supply Chain Analyst,Large,Entry,53,49,88
24,High School,3,Retail,Inventory Analyst,Large,Mid,10,91,54
57,Master's,2,IT,Software Engineer,Small,Entry,13,100,52
43,Bachelor's,10,Education,Teacher,Large,Mid,47,49,88
39,PhD,8,Healthcare,Health Analyst,Large,Mid,23,78,31
53,Bachelor's,9,Retail,Store Manager,Medium,Mid,83,27,95
53,Master's,8,Retail,Inventory Analyst,Large,Senior,70,28,80
53,Bachelor's,7,Retail,Store Manager,Medium,Mid,42,62,69
46,Bachelor's,12,Education,Teacher,Small,Entry,54,57,76
46,Master's,23,IT,Data Analyst,Medium,Mid,33,69,92
42,Bachelor's,12,Healthcare,Nurse,Large,Mid,48,56,73
40,Master's,12,Manufacturing,Production Supervisor,Large,Entry,73,21,27
46,Master's,10,Finance,Auditor,Small,Mid,80,20,31
58,PhD,6,IT,Software Engineer,Medium,Mid,89,13,83
41,Master's,6,IT,Data Analyst,Medium,Mid,53,38,37
25,High School,4,Retail,Inventory Analyst,Large,Entry,12,91,44
53,Master's,14,Education,Teacher,Large,Mid,89,12,78
58,Bachelor's,6,Healthcare,Medical Assistant,Small,Senior,22,77,91
29,Bachelor's,8,IT,Software Engineer,Large,Mid,54,29,86
43,PhD,13,Telecom,Operations Analyst,Small,Entry,70,31,68
33,Master's,0,Finance,Auditor,Large,Entry,86,6,26
50,Bachelor's,2,Finance,Financial Analyst,Medium,Senior,88,3,51
30,Master's,9,Logistics,Warehouse Manager,Large,Entry,12,90,34
58,Master's,11,Finance,Financial Analyst,Small,Senior,52,64,34
33,PhD,3,Retail,Inventory Analyst,Large,Mid,23,86,66
29,Bachelor's,8,IT,ML Engineer,Medium,Entry,46,50,42
52,Master's,8,Manufacturing,Quality Engineer,Large,Entry,57,59,70
31,Master's,10,IT,Software Engineer,Small,Mid,23,69,43
45,High School,10,Logistics,Warehouse Manager,Small,Senior,45,59,57
38,Bachelor's,8,Telecom,Operations Analyst,Small,Entry,69,32,76
43,Bachelor's,10,Finance,Financial Analyst,Medium,Entry,57,50,65
56,Bachelor's,8,Logistics,Supply Chain Analyst,Large,Entry,10,96,38
43,Bachelor's,9,Finance,Financial Analyst,Small,Entry,50,37,88
46,Bachelor's,8,Healthcare,Nurse,Medium,Entry,48,42,96
50,Master's,12,Healthcare,Medical Assistant,Small,Entry,77,9,57
37,Bachelor's,0,Education,Academic Coordinator,Medium,Entry,65,26,70
33,Bachelor's,12,Manufacturing,Quality Engineer,Large,Entry,89,11,76
29,Bachelor's,8,Telecom,Network Engineer,Medium,Entry,13,96,25
55,Bachelor's,5,Finance,Auditor,Medium,Entry,71,29,54
58,Master's,0,Retail,Sales Associate,Medium,Entry,64,35,63
36,Master's,7,Logistics,Supply Chain Analyst,Medium,Mid,10,99,92
49,Master's,17,Telecom,Support Specialist,Small,Entry,60,29,55
25,Bachelor's,4,Logistics,Warehouse Manager,Large,Entry,42,58,48
30,High School,3,Telecom,Operations Analyst,Large,Senior,53,52,93
58,Bachelor's,10,Finance,Financial Analyst,Medium,Mid,52,40,87
50,Bachelor's,12,Telecom,Support Specialist,Small,Entry,12,89,62
35,Master's,12,Manufacturing,Quality Engineer,Medium,Mid,36,60,29
28,Bachelor's,7,Healthcare,Health Analyst,Small,Entry,50,59,85
50,Bachelor's,5,Logistics,Supply Chain Analyst,Medium,Senior,32,81,21
24,Bachelor's,3,Finance,Accountant,Medium,Entry,15,96,50
40,Bachelor's,4,Finance,Financial Analyst,Medium,Mid,43,51,91
49,Master's,5,Finance,Auditor,Medium,Entry,74,34,83
39,High School,6,Education,Teacher,Large,Mid,86,7,72
59,Master's,2,IT,ML Engineer,Small,Senior,75,32,78
54,Master's,6,Education,Research Assistant,Small,Entry,50,56,29
37,Master's,12,Finance,Financial Analyst,Medium,Mid,79,29,93
44,Master's,5,Education,Research Assistant,Small,Entry,72,40,33
27,Bachelor's,6,Telecom,Operations Analyst,Medium,Mid,25,80,73
45,Master's,5,IT,Data Analyst,Large,Mid,48,39,49
54,PhD,11,Manufacturing,Quality Engineer,Medium,Mid,14,99,78
30,Bachelor's,8,Finance,Auditor,Large,Entry,72,38,78
52,Master's,6,Retail,Store Manager,Medium,Entry,25,80,83
51,Master's,3,Logistics,Supply Chain Analyst,Medium,Entry,77,11,38
28,High School,7,Finance,Financial Analyst,Large,Entry,92,5,29
26,Bachelor's,5,Education,Teacher,Medium,Entry,89,15,96
53,Bachelor's,8,Manufacturing,Operator,Small,Entry,72,33,53
32,Bachelor's,10,Retail,Sales Associate,Medium,Mid,21,82,73
46,High School,0,IT,ML Engineer,Medium,Mid,88,19,40
42,High School,10,Manufacturing,Production Supervisor,Medium,Mid,33,63,34
23,Bachelor's,2,Healthcare,Medical Assistant,Large,Mid,65,32,50
40,Bachelor's,8,Manufacturing,Quality Engineer,Large,Entry,87,1,92
37,Bachelor's,7,Education,Teacher,Large,Senior,15,84,75
48,High School,10,Healthcare,Nurse,Medium,Mid,49,41,73
21,Bachelor's,0,Telecom,Network Engineer,Medium,Mid,51,44,45
45,Master's,7,Healthcare,Health Analyst,Large,Mid,33,64,72
26,Bachelor's,3,IT,Software Engineer,Medium,Entry,84,14,36
36,Bachelor's,8,Retail,Sales Associate,Large,Mid,56,50,53
29,Master's,8,Telecom,Support Specialist,Medium,Senior,38,61,89
48,Bachelor's,14,Education,Teacher,Large,Mid,60,37,94
54,Bachelor's,6,Education,Academic Coordinator,Medium,Mid,54,39,31
27,Master's,6,Education,Research Assistant,Large,Mid,18,83,59
25,Bachelor's,4,Finance,Accountant,Medium,Mid,15,84,26
55,Bachelor's,8,Healthcare,Nurse,Small,Entry,17,98,67
56,High School,13,IT,ML Engineer,Large,Entry,63,26,30
47,Bachelor's,8,Finance,Financial Analyst,Small,Mid,54,36,80
34,Master's,4,Logistics,Dispatcher,Medium,Mid,22,68,92
28,Master's,7,Telecom,Support Specialist,Medium,Mid,63,32,46
38,Bachelor's,10,Logistics,Warehouse Manager,Medium,Mid,56,48,48
32,High School,11,Manufacturing,Production Supervisor,Large,Senior,36,54,40
35,Bachelor's,12,Finance,Financial Analyst,Medium,Mid,26,75,79
27,Master's,6,Telecom,Network Engineer,Medium,Entry,66,16,34
41,Bachelor's,5,Manufacturing,Operator,Medium,Mid,30,73,50
57,Bachelor's,9,Logistics,Dispatcher,Medium,Entry,77,33,49
36,Bachelor's,6,Manufacturing,Production Supervisor,Small,Senior,58,53,40
29,Bachelor's,8,Retail,Sales Associate,Large,Mid,16,83,24
24,PhD,3,IT,Software Engineer,Small,Entry,78,13,28
51,Bachelor's,8,Retail,Sales Associate,Medium,Senior,78,2,47
31,Bachelor's,0,Retail,Store Manager,Medium,Entry,40,64,90
30,Master's,9,Manufacturing,Quality Engineer,Medium,Senior,10,98,91
35,Master's,5,Education,Teacher,Medium,Senior,27,75,98
42,Master's,14,IT,Data Analyst,Medium,Senior,44,61,29
33,Bachelor's,12,Telecom,Network Engineer,Medium,Entry,57,20,90
34,High School,13,Healthcare,Medical Assistant,Medium,Mid,25,74,25
28,High School,7,Retail,Inventory Analyst,Small,Entry,56,33,23
48,Bachelor's,9,Education,Teacher,Large,Senior,52,51,92
57,High School,11,Telecom,Operations Analyst,Large,Entry,37,87,93
53,Bachelor's,0,IT,Data Analyst,Medium,Mid,88,1,79
39,Master's,9,IT,Data Analyst,Large,Mid,90,22,40
44,Bachelor's,13,Finance,Financial Analyst,Small,Entry,81,19,39
28,High School,0,Telecom,Operations Analyst,Small,Entry,70,24,83
22,Master's,1,Telecom,Operations Analyst,Small,Mid,37,55,44
51,High School,11,Telecom,Support Specialist,Medium,Entry,94,11,78
25,Bachelor's,4,Finance,Financial Analyst,Large,Entry,61,29,48
55,Bachelor's,8,IT,Data Analyst,Large,Mid,61,38,39
49,Master's,7,Healthcare,Health Analyst,Small,Mid,59,56,39
36,Master's,6,Logistics,Dispatcher,Medium,Mid,53,33,39
44,High School,14,Education,Teacher,Large,Entry,84,22,88
47,Bachelor's,2,Telecom,Network Engineer,Large,Mid,50,60,32
39,Bachelor's,11,Retail,Sales Associate,Large,Mid,19,80,74
28,Bachelor's,7,Telecom,Operations Analyst,Large,Senior,55,56,94
33,Bachelor's,12,Finance,Financial Analyst,Small,Senior,68,36,66
53,Bachelor's,9,Manufacturing,Operator,Small,Entry,24,84,23
59,Bachelor's,6,Education,Teacher,Medium,Entry,42,65,68
58,Bachelor's,11,Education,Teacher,Small,Mid,70,33,96
58,Master's,12,Finance,Auditor,Small,Mid,32,59,32
60,Bachelor's,9,Finance,Auditor,Large,Senior,66,29,65
33,Bachelor's,11,Retail,Sales Associate,Medium,Entry,33,74,87
43,Bachelor's,5,Education,Research Assistant,Medium,Senior,94,11,28
35,Bachelor's,14,Healthcare,Nurse,Small,Entry,86,0,73
51,Master's,11,Finance,Accountant,Medium,Entry,60,38,83
60,High School,0,Manufacturing,Production Supervisor,Large,Senior,88,20,53
40,Master's,19,Healthcare,Health Analyst,Small,Mid,15,79,42
47,Bachelor's,12,Healthcare,Health Analyst,Medium,Entry,16,74,38
